"","date","gdp","gdph","jgdp","c","ch","jc","jgf","jgs","jgse","jgsi","ptgh","ptgsh","ptgfh","yptmr","yptmd","yptu","gtfp","ypog","yptx","ytpi","yctlg","g","grcsi","dc","gf","gs","gfh","gsh","gfrpt","gfrpri","gfrcp","gfrs","gftfp","gfeg","gsrpt","gsrpri","gsrcp","gsrs","gstfp","gset","gfeghhx","gfeghdx","gfeigx","gfsub","gssub","gsub","gftfbusx","gftfpe","gftfpp","gftfpv","gfsubp","gfsubg","gfsube","gfsubk","gfegc","gfege","gfegv","yptue","yptup","yptuc","yptolm","pcw","gdppothq","gdppotq","recessq","lasgova","lalgova","cpgs","federal_medicaid","medicare","federal_unemployment_insurance","state_unemployment_insurance","cpiu_g","gfrpt_g","gfrpri_g","gfrcp_g","gfrs_g","yptmr_g","yptmd_g","gfrptCurrentLaw_g","gftfp_g","yptu_g","federal_unemployment_insurance_g","state_unemployment_insurance_g","gdp_g","gdph_g","gdppothq_g","gdppotq_g","dc_g","jgdp_g","c_g","ch_g","gh_g","gfh_g","gsh_g","g_g","gf_g","gs_g","cpiu_g_g","cola_rate_g","gftfp_before_cola_g","health_ui_g","gftfp_noCOLA_g","gfrpt_g_g","gfrpri_g_g","gfrcp_g_g","gfrs_g_g","yptmr_g_g","yptmd_g_g","gfrptCurrentLaw_g_g","jgf_g","jgs_g","jc_g","gsrpt_g","gsrpri_g","gsrcp_g","gsrs_g","yq","unemployment_insurance_override","federal_unemployment_insurance_override","state_unemployment_insurance_override","fshare","historical","forecast_period","gftfpnet_g","gstfp_g","gstfpnet_g","gfeghhx_g","gfeghdx_g","gfsub_g","gssub_g","gfeg_g","gfeigx_g","jgsi_g","jgse_g","gdp_g_cumulative_growth","gdph_g_cumulative_growth","jgdp_g_cumulative_growth","gdppotq_g_cumulative_growth","gdppothq_g_cumulative_growth","g_g_cumulative_growth","gf_g_cumulative_growth","gs_g_cumulative_growth","jgf_g_cumulative_growth","jgs_g_cumulative_growth","jgse_g_cumulative_growth","jgsi_g_cumulative_growth","gfeg_g_cumulative_growth","gfeghhx_g_cumulative_growth","gfeghdx_g_cumulative_growth","gfeigx_g_cumulative_growth","gfrpt_g_cumulative_growth","gsrpt_g_cumulative_growth","gfrs_g_cumulative_growth","gsrs_g_cumulative_growth","gfrcp_g_cumulative_growth","gsrcp_g_cumulative_growth","gfrpri_g_cumulative_growth","gsrpri_g_cumulative_growth","gftfp_g_cumulative_growth","gstfp_g_cumulative_growth","yptmd_g_cumulative_growth","yptmr_g_cumulative_growth","gssub_g_cumulative_growth","gfsub_g_cumulative_growth","c_g_cumulative_growth","jc_g_cumulative_growth","gdp_forecast","gdph_forecast","jgdp_forecast","gdppotq_forecast","gdppothq_forecast","g_forecast","gs_forecast","gf_forecast","jgf_forecast","jgs_forecast","jgse_forecast","jgsi_forecast","gfeg_forecast","gfeghhx_forecast","gfeghdx_forecast","gfeigx_forecast","gfrpt_forecast","gsrpt_forecast","gfrs_forecast","gsrs_forecast","gfrcp_forecast","gsrcp_forecast","gfrpri_forecast","gsrpri_forecast","gftfp_forecast","gstfp_forecast","yptmd_forecast","yptmr_forecast","gssub_forecast","gfsub_forecast","c_forecast","jc_forecast","yfptmd","ysptmd","gfegnet","gstfpnet","gftfpnet"
"80",1989-12-31,5747.2,9257.1,62.077,3653.7,5948,61.43,55.923,47.581,46.361,53.105,0.42,0.59,-0.17,102.3,64.4,15.8,535.8,17.1,579.8,403,113.5,1180.5,394.9,61.427,540.8,639.7,967.1,1344.6,467.4,48.9,91.4,385.6,405.1,94.5,112.4,354.2,22.1,9.3,130.6,790,NA,NA,20.492,26.9,0.4,27.3,15.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.4,9280.7,5761.9,-1,4221,10719.6666666667,89358.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.56619641,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.463048804,27.936951196,58.036951196,94.136951196,441.563048804
"81",1990-03-31,5872.7,9358.3,62.753,3737.9,5998.1,62.32,56.315,48.254,47.096,53.487,1.33,0.69,0.63,104.3,66.6,16.4,556.2,17.3,582.5,419.5,112.5,1212.5,403.5,62.319,553.7,658.8,983.2,1365.4,463.2,50.3,91.1,394,421.1,99.9,119.4,369.3,21.4,9.5,135.2,811.4,NA,NA,21.448,26.8,0.4,27.1,16.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.566666666667,9346.4,5865.2,-1,4258,10814,94388.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.578420059,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5227759294,28.0772240706,61.3772240706,96.6772240706,459.6227759294
"82",1990-06-30,5960,9392.3,63.455,3783.4,6016.3,62.886,57.282,48.752,47.598,53.959,0.13,0.08,0.05,106.5,70.3,17.1,567.5,17.9,594.6,419.5,116.8,1230.7,408.8,62.886,563.9,666.8,984.5,1367.9,472,50.8,94.7,399,426.3,103.2,122.6,368.7,22.1,9.9,141.3,824.1,NA,NA,20.184,26.6,0.4,27,16.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.666666666667,9411.5,5972.2,-1,4295.66666666667,10873,93807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.578420059,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6629301477,29.6370698523,62.5370698523,100.6370698523,466.9629301477
"83",1990-09-30,6015.1,9398.5,64.004,3846.7,6040.2,63.685,57.36,49.415,48.291,54.483,0.13,0.3,-0.17,108.7,74.9,18.2,578.1,18.7,600.7,426.8,119.9,1242.6,416.6,63.685,562.2,680.3,980.1,1377,477,51.1,97,406.4,429.7,105.5,123.7,375.6,23,10.2,148.5,843.9,NA,NA,20.508,26.6,0.4,26.9,17.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.866666666667,9475.3,6064.3,1,4322.66666666667,10967.3333333333,94972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.578420059,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3236624191,31.5763375809,62.1763375809,105.1763375809,473.0236624191
"84",1990-12-31,6004.7,9312.9,64.493,3867.9,5994.2,64.527,58.043,50.193,49.205,54.628,0.55,0.51,0.05,111,80.7,21,596.8,19.6,600.8,434.2,118.8,1268.5,419.4,64.527,569.7,698.8,981.3,1392.4,476.2,51.5,95.4,408.9,438.4,108.8,124.6,382.7,23.4,10.5,158.4,871,NA,NA,21.188,26.6,0.4,27,20.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.1,9537.8,6149.7,1,4342.66666666667,11000.3333333333,98807.6666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.578420059,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.6784987613,34.0215012387,62.1215012387,111.7215012387,485.0784987613
"85",1991-03-31,6035.2,9269.4,65.12,3873.6,5971.7,64.866,58.563,50.404,49.439,54.736,0.49,0.07,0.43,112.9,83.7,24.3,622.5,20.9,580.8,444,115.3,1284.2,423,64.866,581.4,702.8,992.5,1394.5,459.6,59.7,91.5,412,456.7,115.6,121.2,384.3,23.8,11,165.8,881.6,NA,NA,21.552,26.7,0.4,27.1,23.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.933333333333,9599.2,6249.9,1,4358,11027,95253.6666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.609874371,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.0464848527,32.6535151473,64.5535151473,114.7535151473,507.7464848527
"86",1991-06-30,6126.9,9341.6,65.589,3926.9,6021.2,65.221,58.852,50.709,49.749,55.018,0.35,0.19,0.16,115.7,93.1,27.5,643.5,22.1,585.9,451.6,110.9,1296.6,429.7,65.219,586.6,709.9,996.6,1400.1,461.4,61.3,87.5,418.3,463.8,120.5,124.5,390.2,23.4,11.4,179.7,901.3,NA,NA,21.612,26.8,0.4,27.2,26.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.733333333333,9659.6,6335.5,-1,4362.33333333333,11057.3333333333,96128.6666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.609874371,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7793039401,36.3206960599,63.7206960599,122.9206960599,520.5793039401
"87",1991-09-30,6205.9,9388.8,66.092,3973.3,6051.2,65.664,59.608,51.126,50.223,55.164,-0.23,0.27,-0.5,118.9,98.4,25.9,653.8,23.1,590.2,461.3,111.9,1306.3,435.6,65.661,586.3,719.9,983.4,1408.3,464.1,61.8,88.2,423.7,469.2,127,126.1,399.4,23.7,11.8,184.5,919.2,NA,NA,21.056,27.1,0.4,27.5,25.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.633333333333,9719.4,6424.4,-1,4345,11099.3333333333,97326.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.609874371,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.0116381064,38.3883618936,66.9883618936,124.4883618936,529.2116381064
"88",1991-12-31,6264.5,9421.6,66.476,4000,6048.2,66.14,60.211,51.572,50.795,55.026,-0.61,0.33,-0.94,122.5,112.5,29.4,682.3,24.2,598.7,471.5,113.1,1308.8,440.6,66.136,577.4,731.4,958.8,1418.2,469.2,64.2,89.5,428.4,479.1,132.9,129.5,407.3,23.6,12.2,203.2,947,NA,NA,20.612,27.7,0.4,28.1,25.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.733333333333,9779.4,6502.4,-1,4354.33333333333,11139.3333333333,99221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.609874371,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.6108667375,43.8891332625,64.2891332625,134.5891332625,547.7108667375
"89",1992-03-31,6363.1,9534.3,66.743,4100.4,6161.4,66.555,60.299,51.94,51.274,54.882,0.77,0.61,0.15,127.2,108.3,39.7,710.5,25,588.9,476.4,125,1326.4,452.5,66.55,580.3,746.1,962.4,1436.5,461.3,63.6,99.8,439.9,500.3,136.2,127.6,412.8,25.2,12.6,210.2,959.3,NA,NA,21.388,28.2,0.4,28.6,25.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.533333333333,9839.7,6566.9,-1,4372,11199,106368.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.634111623,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.6742887709,39.6257112291,67.5257112291,141.5257112291,568.9742887709
"90",1992-06-30,6470.8,9637.7,67.141,4155.7,6203.2,66.998,60.519,52.56,51.972,55.142,-0.14,-0.06,-0.07,131,115.4,41.2,729.1,25.8,607.2,481.2,126.8,1334.8,458.1,66.992,580.9,753.9,959.9,1434.4,470.2,63.1,102,445.1,509.3,139,136.9,418.2,24.7,13,219.8,975.2,NA,NA,22.8,28.8,0.4,29.2,25.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.566666666667,9900.9,6647.5,-1,4395.66666666667,11238,103446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.634111623,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.1764812942,42.2235187058,65.8235187058,146.6235187058,582.4764812942
"91",1992-09-30,6566.6,9733,67.462,4227,6269.7,67.425,61.047,52.948,52.416,55.254,0.55,0.03,0.52,134.5,120.6,39.6,741.3,26.4,616.2,486,122.1,1354,461.2,67.419,594.2,759.8,973.4,1435,479.4,61.9,98.9,447.9,515.9,145,136.8,424.1,23.2,13.3,225.4,988.2,NA,NA,22.288,30,0.4,30.4,25.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.7,9963.6,6722.2,-1,4425.33333333333,11306.6666666667,99580.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.634111623,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.4738617338,44.1261382662,68.5261382662,148.9261382662,592.3738617338
"92",1992-12-31,6680.8,9834.5,67.937,4307.2,6344.4,67.895,61.43,53.309,52.8,55.506,0.01,-0.03,0.04,137.7,120.8,38,746,26.8,638.9,489.9,131.6,1362.8,456.5,67.889,598.4,764.4,974.1,1433.9,499,64.6,107.2,442.9,523.1,146.5,140,425.3,24.4,13.6,223,991.3,NA,NA,23.064,31.8,0.4,32.2,23.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.8,10027.2,6811.7,-1,4438,11319.6666666667,98022.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.634111623,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.6006840584,44.1993159416,69.8993159416,146.3993159416,599.7006840584
"93",1993-03-31,6729.5,9851,68.341,4349.5,6368.8,68.299,61.584,53.62,53.088,55.919,-1.01,0.16,-1.17,143.4,124.4,35.1,766.5,28,617,489.7,136.4,1351.8,475.9,68.294,580.3,771.5,942.2,1438.9,480.3,62.2,111.5,462.1,542.5,148.8,136.7,427.5,24.8,13.8,224,1001.1,78.072,73.888,21.784,35.1,0.4,35.5,20.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.766666666667,10091.8,6894,-1,4456,11366.6666666667,102495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.628905069,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.888,50.512,74.912,150.112,616.388
"94",1993-06-30,6808.9,9908.3,68.744,4418.6,6426.7,68.758,61.855,53.936,53.402,56.245,0.01,0.37,-0.36,144.7,124.8,35.5,771.7,28.3,643.5,497.6,148.7,1359.1,476.4,68.753,576.7,782.3,932.3,1450.6,505.3,64.8,121.9,462.4,546.5,151.4,138.3,432.8,26.8,14.1,225.2,1011.6,80.831,76.036,22.472,37.2,0.4,37.6,21.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.733333333333,10158.1,6980.6,-1,4478,11407.6666666667,111962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.628905069,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.036,48.764,75.364,149.164,622.536
"95",1993-09-30,6882.1,9955.6,69.089,4487.2,6498.2,69.057,62.303,54.09,53.576,56.302,0.11,0.24,-0.13,147.5,135.2,35.5,786.3,28.7,659.2,504.9,140.7,1367.4,481,69.052,578.7,788.7,928.8,1458.2,515.6,65.4,115.5,466.8,550.2,157.2,143.6,439.5,25.2,14.2,236.1,1028.1,85.251,80.604,24.884,37.3,0.4,37.7,21.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.333333333333,10225.2,7068.5,-1,4496,11483,116124.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.628905069,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.604,54.596,76.596,155.496,630.804
"96",1993-12-31,7013.7,10091,69.495,4552.7,6555.3,69.455,62.861,54.362,53.85,56.565,0.29,0.23,0.07,151.6,136,33.2,791.3,29.2,675.3,520.3,171.9,1381.4,485.2,69.45,584.9,796.5,930.4,1465.3,529.5,73.1,141,470.8,556.4,165.5,145.8,447.2,30.8,14.4,234.9,1036.1,88.178,84.1,24.764,35.7,0.4,36,22.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.433333333333,10293.3,7154.3,-1,4515,11520.6666666667,118029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.628905069,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.1,51.9,81.4,150.8,640.5
